Date,Open,High,Low,Close,Adj Close,Volume
2018-06-14,83.019997,85.980003,82.889999,84.830002,71.166130,1350736
2018-06-15,84.830002,86.070000,83.639999,83.879997,70.369141,1459541
2018-06-18,83.699997,83.879997,81.389999,82.910004,69.555397,1162238
2018-06-19,81.750000,82.320000,80.919998,81.650002,68.498344,1139343
2018-06-20,81.930000,82.050003,80.760002,80.820000,67.802032,1257487
2018-06-21,76.989998,77.870003,75.919998,76.620003,67.231674,1852104
2018-06-22,76.639999,77.309998,76.160004,76.720001,67.319420,947698
2018-06-25,75.000000,76.480003,74.160004,74.750000,65.590813,1387297
2018-06-26,75.900002,75.949997,74.570000,74.570000,65.432861,1135825
2018-06-27,74.750000,75.099998,73.599998,74.500000,65.371445,1671107
2018-06-28,74.209999,74.790001,72.559998,73.320000,64.336029,1583769
2018-06-29,74.000000,74.199997,72.639999,72.830002,63.906067,1320141
2018-07-02,72.209999,73.160004,71.400002,72.279999,63.423454,1533613
2018-07-03,72.589996,72.800003,71.959999,72.400002,63.528763,962348
2018-07-04,72.620003,74.669998,72.400002,73.360001,64.371124,1215207
2018-07-05,73.500000,76.169998,73.500000,75.489998,66.240135,1832159
2018-07-06,76.029999,76.300003,73.599998,74.449997,65.327560,1182146
2018-07-09,73.900002,74.290001,72.510002,74.089996,65.011673,1582756
2018-07-10,75.000000,75.589996,73.970001,75.129997,65.924248,1081465
2018-07-11,74.559998,74.599998,72.930000,73.379997,64.388672,1188766
2018-07-12,73.739998,73.879997,72.779999,73.260002,64.283379,711766
2018-07-13,73.629997,74.190002,73.260002,73.599998,64.581718,904510
2018-07-16,73.699997,74.889999,73.080002,73.639999,64.616814,941552
2018-07-17,73.580002,73.930000,72.910004,73.709999,64.678246,647206
2018-07-18,74.190002,75.309998,74.050003,74.570000,65.432861,1130305
2018-07-19,74.400002,75.010002,73.550003,74.120003,65.038002,894461
2018-07-20,74.129997,74.129997,72.279999,73.239998,64.265831,1198510
2018-07-23,73.010002,73.320000,72.389999,73.260002,64.283379,730478
2018-07-24,75.180000,75.250000,73.709999,73.709999,64.678246,1591352
2018-07-25,73.730003,74.000000,71.470001,72.129997,63.291840,1903043
2018-07-26,73.500000,74.470001,72.769997,73.209999,64.239510,1914061
2018-07-27,74.669998,75.300003,71.980003,74.580002,65.441635,1872581
2018-07-30,74.410004,75.120003,74.000000,74.959999,65.775078,794216
2018-07-31,74.800003,75.730003,74.730003,75.290001,66.064644,845424
2018-08-01,75.639999,75.750000,73.699997,73.739998,64.704559,1309394
2018-08-02,73.400002,73.419998,72.279999,72.400002,63.528763,1204427
2018-08-03,72.589996,73.110001,72.139999,72.370003,63.502434,797826
2018-08-06,72.559998,73.199997,71.769997,72.199997,63.353260,812375
2018-08-07,72.330002,73.339996,72.309998,72.730003,63.818321,787175
2018-08-08,72.610001,73.419998,72.599998,73.250000,64.274605,727648
2018-08-09,73.050003,73.080002,72.269997,72.889999,63.958717,771556
2018-08-10,74.889999,74.889999,72.519997,72.879997,63.949944,1247128
2018-08-13,72.300003,72.690002,71.699997,71.900002,63.090019,815782
2018-08-14,72.019997,72.419998,70.910004,71.279999,62.545990,1037134
2018-08-15,71.489998,71.910004,70.260002,70.709999,62.045830,960083
2018-08-16,70.959999,71.500000,70.769997,71.190002,62.467022,742753
2018-08-17,71.459999,72.349998,70.820000,72.199997,63.353260,1190822
2018-08-20,72.419998,73.540001,72.199997,72.800003,63.879745,825240
2018-08-21,72.620003,73.680000,71.860001,73.449997,64.450104,1107294
2018-08-22,73.449997,74.360001,71.989998,72.879997,63.949944,1416846
2018-08-23,72.889999,73.139999,71.459999,71.550003,62.782906,1093053
2018-08-24,71.470001,72.370003,71.449997,72.029999,63.204094,762667
2018-08-27,72.419998,73.320000,72.220001,73.089996,64.134209,639069
2018-08-28,74.430000,75.330002,74.150002,74.519997,65.388985,1538996
2018-08-29,74.790001,74.839996,73.550003,74.639999,65.494286,709417
2018-08-30,74.220001,75.500000,73.610001,74.699997,65.546928,954563
2018-08-31,74.500000,74.500000,73.449997,74.199997,65.108192,821565
2018-09-03,73.790001,73.889999,73.169998,73.389999,64.397453,550060
2018-09-04,73.309998,73.309998,71.589996,72.370003,63.502434,1047273
2018-09-05,72.010002,72.720001,71.500000,72.260002,63.405914,874091
2018-09-06,72.349998,72.580002,71.790001,71.839996,63.037369,684066
2018-09-07,71.849998,72.010002,70.889999,71.690002,62.905754,745436
2018-09-10,71.709999,72.449997,71.250000,71.949997,63.133888,647907
2018-09-11,72.379997,72.379997,69.750000,70.180000,61.580772,1334399
2018-09-12,70.269997,70.910004,69.779999,70.500000,61.861561,1148668
2018-09-13,70.589996,72.440002,70.589996,71.680000,62.896980,1145507
2018-09-14,72.160004,74.680000,72.010002,73.730003,64.695793,1798329
2018-09-17,73.650002,74.550003,73.199997,73.839996,64.792305,795349
2018-09-18,74.690002,75.400002,74.199997,75.139999,65.933022,1682727
2018-09-19,75.339996,77.489998,75.089996,76.910004,67.486153,1437234
2018-09-20,77.110001,78.889999,77.080002,77.989998,68.433807,1545858
2018-09-21,78.400002,78.959999,76.300003,76.330002,66.977219,2658510
2018-09-24,76.300003,76.379997,75.449997,75.570000,66.310333,831066
2018-09-25,75.559998,76.339996,73.800003,74.070000,64.994133,1433807
2018-09-26,74.010002,74.410004,73.099998,74.370003,65.257370,938445
2018-09-27,74.410004,74.709999,73.470001,74.629997,65.485512,730774
2018-09-28,74.279999,74.970001,73.830002,74.500000,65.371445,1129859
2018-10-01,74.629997,75.040001,73.589996,74.320000,65.213493,750604
2018-10-02,73.809998,74.709999,73.339996,74.190002,65.099426,1031471
2018-10-03,74.379997,74.690002,73.739998,73.739998,64.704559,720700
2018-10-04,73.540001,73.639999,72.279999,72.959999,64.020134,1386288
2018-10-05,72.870003,73.489998,72.019997,72.309998,63.449783,1142626
2018-10-08,72.010002,72.110001,70.959999,71.870003,63.063705,724286
2018-10-09,71.839996,72.370003,71.300003,71.589996,62.818001,775623
2018-10-10,71.879997,71.879997,70.650002,71.120003,62.405598,913834
2018-10-11,70.010002,71.510002,69.000000,70.650002,61.993187,1218592
2018-10-12,71.650002,72.269997,71.080002,71.120003,62.405598,1092743
2018-10-15,70.709999,71.690002,70.250000,71.129997,62.414364,904806
2018-10-16,71.010002,72.000000,70.349998,71.360001,62.616188,838114
2018-10-17,71.629997,71.709999,67.940002,69.110001,60.641884,2343657
2018-10-18,68.930000,70.269997,68.830002,68.900002,60.457615,1246264
2018-10-19,68.940002,69.120003,65.449997,66.769997,58.588604,2408066
2018-10-22,67.400002,68.440002,65.440002,65.760002,57.702362,1552037
2018-10-23,63.130001,65.379997,62.270000,65.099998,57.123234,2371408
2018-10-24,65.099998,65.099998,62.830002,63.060001,55.333195,1958816
